window_index,epoch_start_in_seconds,epoch_length_in_seconds,machine_bin_power_ratios_1,machine_bin_power_ratios_2,machine_bin_power_ratios_3,machine_bin_power_ratios_4,machine_bin_powers_1,machine_bin_powers_2,machine_bin_powers_3,machine_bin_powers_4,machine_burg_reflection_coefficients_1,machine_burg_reflection_coefficients_10,machine_burg_reflection_coefficients_2,machine_burg_reflection_coefficients_3,machine_burg_reflection_coefficients_4,machine_burg_reflection_coefficients_5,machine_burg_reflection_coefficients_6,machine_burg_reflection_coefficients_7,machine_burg_reflection_coefficients_8,machine_burg_reflection_coefficients_9,machine_detrended_fluctuation_analysis,machine_hjorth_complexity,machine_hjorth_fractal_dimension,machine_hjorth_mobility,machine_permutation_entropy,machine_petrosian_fractal_dimension,machine_spectral_entropy,machine_svd_entropy,sleep_stage
0,0,30,0.468625871822,0.117687752822,0.129304585466,0.284381789889,0.227898794317,0.0572330692493,0.0628824845135,0.138298525409,0.995582752608,0.0274698917953,0.697621548561,0.554252595617,0.104087730063,0.043990647215,0.0699926890424,0.0078833014255,0.0293604256897,0.0358248780617,1.45834340762,730.70772377,0.127600656507,0.00107256123362,6.41792306928,0.575996519049,0.628667038575,2.18862144357,9
1,30,30,0.28977017341,0.0965926092208,0.250909507086,0.362727710284,0.352309313363,0.11743953986,0.305061611819,0.441012782799,0.980581867195,0.142722917059,0.800681744565,0.71777396477,0.442278704119,0.446077058052,0.350327209343,0.296651619063,0.22547050416,0.245078489221,1.20367129194,292.830389627,0.0873333413702,0.00224869951716,6.62257346817,0.581171911193,0.672017050813,2.56147458521,9
2,60,30,0.207986108362,0.112793723186,0.284954333722,0.39426583473,0.277030697438,0.150237552147,0.379549857587,0.525149203625,0.953329075753,0.174480082559,0.826231328948,0.6646910437,0.510721944254,0.40935655682,0.363670861299,0.255862352993,0.268703548094,0.212185364265,0.817710724169,188.79348185,0.0814758331791,0.00348748084031,6.88211828319,0.580414714957,0.671195318567,2.70238709716,9
3,90,30,0.329149620694,0.120121832498,0.192718099197,0.358010447612,0.455623259304,0.166277879102,0.266768797418,0.495573674555,0.981576293336,0.148337073461,0.757987915083,0.707013704813,0.431216469758,0.468513028843,0.322991886277,0.281319231313,0.23980313921,0.261768527788,1.22400549103,328.760458357,0.0970913007873,0.00219186368001,6.82320669215,0.577376177368,0.676370582173,2.55050145783,9
4,120,30,0.379021209758,0.10627704359,0.204085301515,0.310616445138,0.606546469294,0.170074824039,0.32659707658,0.497078536115,0.988441924633,0.161899384354,0.757172807938,0.688118974448,0.46044268168,0.442286462024,0.329131080133,0.321044110916,0.250686111865,0.251993132991,1.3510775069,410.03129472,0.0970318761051,0.00173496252666,6.65767644869,0.577163388154,0.671062498463,2.50445140151,9
5,150,30,0.314015362713,0.10396687908,0.183988802578,0.398028955629,0.542015957318,0.179455256606,0.317579579875,0.687030225404,0.924338390851,0.193845168267,0.605198285452,0.685577982735,0.42373399459,0.408383875649,0.268857490549,0.305562969167,0.192846105193,0.223464060322,0.853641981704,215.03465621,0.139376215762,0.00443895189475,6.85438296311,0.574417863734,0.656821017454,2.66286122913,9
6,180,30,0.23238908304,0.0916432495188,0.293192018068,0.382775649373,0.339439042684,0.13385868423,0.428250831035,0.559101134555,0.959689068541,0.161874486717,0.814281617977,0.653917079885,0.506912880826,0.423754019965,0.353660165915,0.283742419981,0.256934994728,0.230591821518,0.974215983514,205.699458749,0.0862406732307,0.00324079283559,6.85374680029,0.579287615748,0.662106394927,2.68403630923,9
7,210,30,0.313138585405,0.101931529294,0.179537972009,0.405391913293,0.360853961796,0.117463633969,0.206895577587,0.467164651084,0.97748942284,0.169923031587,0.739348038543,0.709292867466,0.429463729515,0.484311842024,0.263563112528,0.322204101617,0.219156049143,0.24802455383,1.31725804236,309.239968356,0.109196789406,0.00242115067435,6.77153873797,0.575068076787,0.65258649918,2.54308163566,9
8,240,30,0.28970065718,0.114281250814,0.197154024391,0.398864067614,0.433319513321,0.170936084393,0.294892965483,0.596600592287,0.958619056224,0.18666530784,0.6737447607,0.670562037374,0.414907274979,0.403652004495,0.268599378287,0.326590726279,0.207843629362,0.209695626206,1.13343399428,258.688064258,0.127052297564,0.00328434404269,6.85822033804,0.573061321873,0.668639831071,2.62407460062,9
9,270,30,0.334564447973,0.1206017796,0.180496753573,0.364337018854,0.431100763526,0.155400609908,0.232577874759,0.469464008984,0.979265218633,0.135654068184,0.760742000562,0.674770114132,0.404382912208,0.463676334779,0.29698218198,0.284042142001,0.195235437217,0.241524708154,1.18650673323,308.844243016,0.097947817365,0.00232368325532,6.78881452511,0.577547402172,0.67117463309,2.57327506542,9
