window_index,epoch_start_in_seconds,epoch_length_in_seconds,machine_bin_power_ratios_1,machine_bin_power_ratios_2,machine_bin_power_ratios_3,machine_bin_power_ratios_4,machine_bin_powers_1,machine_bin_powers_2,machine_bin_powers_3,machine_bin_powers_4,machine_burg_reflection_coefficients_1,machine_burg_reflection_coefficients_10,machine_burg_reflection_coefficients_2,machine_burg_reflection_coefficients_3,machine_burg_reflection_coefficients_4,machine_burg_reflection_coefficients_5,machine_burg_reflection_coefficients_6,machine_burg_reflection_coefficients_7,machine_burg_reflection_coefficients_8,machine_burg_reflection_coefficients_9,machine_detrended_fluctuation_analysis,machine_hjorth_complexity,machine_hjorth_fractal_dimension,machine_hjorth_mobility,machine_permutation_entropy,machine_petrosian_fractal_dimension,machine_spectral_entropy,machine_svd_entropy,sleep_stage
0,0,30,0.151225878009,0.127482033042,0.21794169087,0.503350398079,0.156470420876,0.131903134747,0.225499951104,0.520806687798,0.93519014899,0.0168785377306,0.83775460079,0.64382904778,0.238147429169,0.0690939520957,0.0104235006855,0.0462955974389,0.010055091617,0.00673683046222,0.748879284522,162.769711045,0.0906772805624,0.00411218797201,6.84373022048,0.57778429534,0.634993488202,2.69898391249,9
1,30,30,0.186723087236,0.110710261878,0.205717430336,0.49684922055,0.197638233864,0.117181977612,0.217742916575,0.525893203137,0.950211970222,0.170551500709,0.840213057255,0.752531348017,0.458140207808,0.433953352549,0.34275225658,0.312876907634,0.219531776953,0.244460695071,1.11886555341,178.067955533,0.0861140664967,0.00360119141068,6.87607158207,0.578307122365,0.636439023027,2.66690369256,9
2,60,30,0.241357054647,0.114695777113,0.194786972511,0.449160195729,0.277366656332,0.131807973211,0.223848485977,0.516173276265,0.967812298379,0.172087821488,0.815704315769,0.76459917113,0.429969680645,0.443220552698,0.322112525527,0.314941967771,0.218244714141,0.254058171803,1.1688070165,225.712262626,0.0963718607015,0.00289521696101,6.81512051123,0.576491549076,0.656495671104,2.61824805889,9
3,90,30,0.332717833946,0.127077357297,0.141477790451,0.398727018306,0.407363277196,0.155587237726,0.173218416593,0.488181661191,0.977582601173,0.192011688363,0.797573128226,0.759107780616,0.428017761025,0.457472318407,0.307026919361,0.304039694562,0.237027806346,0.241028463528,1.0101854677,276.148928942,0.101941119041,0.00241709594902,6.72993446145,0.574810387726,0.65280073906,2.60093465029,9
4,120,30,0.202652543517,0.0747072447751,0.121841450707,0.600798761,0.596504188483,0.219899457687,0.358638161735,1.76844055916,0.828064529817,0.127514651118,0.628767724255,0.509419242705,0.423787645105,0.436893991257,0.201462463155,0.391524460739,0.150229973592,0.284877586045,0.837898735669,151.117903232,0.189617991991,0.00669140819862,6.84849847111,0.567948166557,0.558157802235,2.69719487492,9
5,150,30,0.172927100562,0.13089396982,0.203008690523,0.493170239095,0.177522985564,0.134372739954,0.208404054193,0.506277228674,0.926913203038,0.169881435355,0.803053077066,0.651809942319,0.407009663726,0.411785201571,0.33163491298,0.266874391046,0.256553067383,0.203856062654,0.711886910334,166.194725472,0.117598259348,0.00436256686844,6.8831071356,0.572138835839,0.644395208374,2.70075189495,9
6,180,30,0.193767246985,0.123082599417,0.197672521133,0.485477632465,0.184965710816,0.117491788961,0.188693594759,0.46342566544,0.936475860515,0.17404556568,0.803609062314,0.659843656969,0.406643502277,0.423978954243,0.318440706014,0.276104683033,0.223137852725,0.212423468487,0.828745880395,175.197870405,0.116925823149,0.00406946126547,6.8697612391,0.572157031067,0.646538145881,2.69627395002,9
7,210,30,0.191854242883,0.128623211642,0.175539005004,0.503983540471,0.18220127734,0.122151655885,0.16670692529,0.478626083283,0.932424937096,0.165778698244,0.8190298694,0.700811777297,0.430671468415,0.426619009352,0.320117715634,0.27156958657,0.243702662312,0.259642735263,0.800849274494,166.104488199,0.112226311022,0.00419395506052,6.84985931085,0.572339546729,0.639087615382,2.69721400635,9
8,240,30,0.210658157158,0.119844070004,0.191357809325,0.478139963513,0.206310243144,0.117370528421,0.187408248044,0.468271314341,0.939935633363,0.170896815567,0.781526004673,0.669266876637,0.428788200576,0.452901917438,0.293516188865,0.286151071679,0.223481217751,0.24738809909,1.01797046948,187.854197389,0.122873776137,0.00397232937201,6.8789570417,0.57127726392,0.648341429351,2.67948336598,9
9,270,30,0.199405913443,0.133823546566,0.190496905203,0.476273634789,0.18357498156,0.123199230499,0.175373263792,0.438462040641,0.941378061293,0.180654102012,0.788528389783,0.677775690198,0.431824761896,0.452273715338,0.311885057378,0.290734937277,0.222701882472,0.243745939331,0.991744071289,185.93175556,0.120401079625,0.00390721026822,6.8665967096,0.571993640293,0.65393153257,2.68499398607,9
